user,gender,dob,height_cm,weight_kg,currentlocation,sweats,coldhf,exercise
iq5297ke,F,1959/07/28,164,88.8,"Valparaiso, Chile",Y,Y,1 or 2 times per month
zg7373qG,F,1959/10/05,171,67.3,"Bariloche, Argentina",N,Y,Never
ow9428LR,F,1959/08/22,180,71.3,"Copenhagen, Denmark",N,Y,Never
JL9815Bz,F,1960/10/26,165,73.5,"Mar del Plata, Argentina",N,Y,1 or 2 times per month
fZ9834yC,F,1962/05/21,164,86.1,"Guayaquil, Ecuador",N,N,Never
xC5122Ux,F,1959/12/11,177,75.2,"Kumasi, Ghana",Y,N,1 or 2 times per month
qx3592XJ,F,1962/06/08,169,54.3,"Auckland, New Zealand",N,Y,Never
xa1709ZA,F,1958/05/30,175,67.4,"Brisbane, Australia",Y,Y,1 or 2 times per month
tt0570JL,F,1959/04/29,174,75.7,"Camayenne, Guinea",N,N,1 or 2 times per month
wV3343gU,F,1962/06/26,167,78.1,"Bariloche, Argentina",N,Y,1 or 2 times per month
bI4597xo,F,1961/12/03,173,56.9,"Conakry, Guinea",Y,N,1 or 2 times per month
mh9976rM,F,1962/03/02,166,55.1,"Mar del Plata, Argentina",N,Y,Never
be4722fm,F,1958/10/23,173,71.8,"Mumbai, India",N,Y,Never
NZ9752Kg,F,1957/12/15,175,55.1,"Rhodes, Greece",N,N,Never
rr1117ix,F,1961/06/08,173,47.9,"Porto, Portugal",N,N,Never
Zy5738wj,F,1958/01/17,174,60.6,"Benin City, Nigeria",N,N,Never
TG2984OT,F,1958/01/03,180,94.0,"Melbourne, Australia",Y,Y,Never
ag2578mD,F,1958/07/11,172,59.2,"Miami, United States",N,Y,1 or 2 times per month
Tv7834VT,F,1958/06/29,169,68.5,"Aleppo, Syria",N,Y,1 or 2 times per month
Tn2068Ya,F,1957/10/29,170,66.5,"Jakarta, Indonesia",N,Y,Never
pU7954kT,F,1961/08/31,169,57.1,"Manila, Philippines",Y,Y,Never
kW7850bO,F,1958/06/12,156,53.5,"Miami, United States",N,Y,Never
Ik1600cy,F,1961/12/16,169,57.1,"Brazzaville, DR Congo",N,N,Never
lL1862QF,F,1959/02/24,161,70.0,"Mumbai, India",N,Y,1 or 2 times per month
SB7090pR,F,1961/01/11,164,64.6,"Busan, South Korea",Y,Y,Never
NG9638UK,F,1957/09/26,175,64.3,"Kuala Lumpur, Malaysia",N,Y,1 or 2 times per month
Jd7200CP,F,1961/11/13,168,64.9,"Buenos Aires, Argentina",N,Y,Never
bP0705xs,F,1959/08/31,172,65.1,"Athens, Greece",N,Y,1 or 2 times per month
Fj1997tX,F,1960/11/27,168,56.4,"Montevideo, Uruguay",N,Y,Never
MQ1508mt,F,1959/04/12,175,58.2,"Kano, Nigeria",N,Y,Never
Cq3502bq,F,1961/03/21,173,71.8,"Dublin, Ireland",Y,Y,1 or 2 times per month
HQ8389Rt,F,1961/04/08,168,53.6,"Cuenca, Ecuador",N,Y,1 or 2 times per month
DR1022TJ,F,1957/10/19,166,66.1,"Ushuaia, Argentina",Y,Y,1 or 2 times per month
vg1946JP,F,1958/04/17,164,56.5,"Douala, Cameroon",N,Y,Never
ZO7981Bv,F,1960/09/17,175,64.3,"Athens, Greece",N,Y,1 or 2 times per month
ok0148pn,F,1961/06/23,169,54.3,"Auckland, New Zealand",Y,Y,1 or 2 times per month
sP4050EL,F,1960/04/20,159,53.1,"Venice, Italy",N,Y,Never
nx4968aV,F,1957/10/25,172,62.1,"New York City, United States",N,N,1 or 2 times per month
wT5446Qy,F,1961/06/10,164,53.8,"Damascus, Syria",N,Y,1 or 2 times per month
QW7143wU,F,1959/09/21,171,64.3,"Osaka, Japan",N,Y,1 or 2 times per month
JQ7675Ge,F,1960/09/05,167,55.8,"Ankara, Turkey",N,Y,1 or 2 times per month
Vl1449mD,F,1958/02/26,167,53.0,"Canberra, Australia",N,Y,1 or 2 times per month
XV8496Cs,F,1958/10/14,169,57.1,"Arequipa, Peru",N,Y,Never
QL8273mF,F,1960/07/31,173,56.9,"Seoul, South Korea",N,Y,1 or 2 times per month
gy4457fm,F,1958/07/27,175,58.2,"Kinshasa, Republic of the Congo",Y,N,Never
Fx2934cV,F,1960/03/12,164,53.8,"Lubumbashi, Republic of the Congo",Y,Y,Never
Ll2668or,F,1959/06/04,173,50.9,"Cairo, Egypt",Y,Y,Never
Ls4443FR,F,1961/03/08,154,37.9,"Salta, Argentina",N,N,Never
Ti9700yP,F,1961/01/10,173,68.8,"Alexandria, Egypt",Y,Y,1 or 2 times per month
Fo9782qm,F,1958/03/16,173,101.8,"Cartagena, Colombia",N,Y,Never
ip0608ju,F,1959/03/26,170,69.4,"Durban, South Africa",N,N,Never
Hs9995yq,F,1962/01/19,176,58.9,"Punta Arenas, Chile",N,Y,Never
RN5073kd,F,1961/03/04,156,53.5,"Los Angeles, United States",Y,Y,1 or 2 times per month
xg8417HM,F,1958/05/14,172,65.1,"Paris, France",N,N,1 or 2 times per month
iB0134mn,F,1960/07/04,169,65.7,"Karachi, Pakistan",Y,Y,Never
VQ7956Te,F,1960/05/17,172,68.0,"Mumbai, India",N,Y,1 or 2 times per month
oU5554as,F,1962/04/05,169,68.5,"Bamako, Mali",N,N,1 or 2 times per month
vG6082Mf,F,1959/01/12,174,60.6,"Punta Arenas, Chile",N,Y,1 or 2 times per month
Mt1687Eh,F,1962/03/21,169,54.3,"Beirut, Lebanon",N,N,1 or 2 times per month
Kk0502FO,F,1959/07/10,172,85.8,"Rio de Janeiro, Brazil",N,N,Never
oD7980CO,F,1960/06/12,169,82.8,"Lahore, Pakistan",N,N,1 or 2 times per month
lo3386nI,F,1958/09/12,168,64.9,"Tehran, Iran",N,Y,Once per week
OI1667sP,F,1959/11/16,165,57.2,"Honolulu, United States",N,Y,Never
Xw8825KN,F,1959/03/03,173,89.8,"Munich, Germany",N,Y,Never
xF9112Je,F,1961/07/04,176,74.3,"Christchurch, New Zealand",N,Y,1 or 2 times per month
eX0403lv,F,1959/12/09,174,69.6,"Berlin, Germany",Y,Y,Never
cl6911fa,F,1958/01/22,165,54.4,"Cape Town, South Africa",N,Y,1 or 2 times per month
Vf6162LE,F,1961/10/27,172,65.1,"Punta Arenas, Chile",N,Y,Never
Hs3403DC,F,1961/01/03,164,61.9,"Auckland, New Zealand",N,Y,Never
jY2029va,F,1957/11/20,175,64.3,"Istanbul, Turkey",N,Y,1 or 2 times per month
Zx9587wT,F,1958/10/04,176,77.4,"Douala, Cameroon",Y,N,Never
db2039JW,F,1959/04/15,174,57.5,"Brisbane, Australia",N,Y,1 or 2 times per month
Wa6761Jv,F,1958/12/17,173,71.8,"Ho Chi Minh City, Vietnam",N,Y,Never
Lb5644CM,F,1958/10/03,173,59.9,"Sydney, Australia",N,Y,Never
FX3757oQ,F,1962/05/03,173,59.9,"New York City, United States",N,Y,1 or 2 times per month
lA8145lk,F,1958/10/04,169,82.8,"New York City, United States",N,Y,1 or 2 times per month
bD9341Nv,F,1961/01/22,144,60.1,"Lagos, Nigeria",Y,Y,1 or 2 times per month
SY6647GU,F,1958/05/12,173,68.8,"Baghdad, Iraq",N,Y,1 or 2 times per month
Ds5558Ba,F,1959/12/01,170,63.6,"Casablanca, Morocco",N,N,1 or 2 times per month
lq0953GO,F,1961/10/02,161,51.8,"Mumbai, India",N,Y,Never
wd8010QS,F,1960/08/10,152,50.8,"Berlin, Germany",N,N,Never
cG2045nY,F,1961/05/16,173,59.9,"Accra, Ghana",N,Y,Never
RU9217pN,F,1962/06/24,171,55.6,"Cancun, Mexico",N,Y,1 or 2 times per month
Ku6993Uw,F,1958/01/03,166,82.7,"Cuenca, Ecuador",N,Y,Never
ed7729QB,F,1958/04/06,157,51.8,"Busan, South Korea",N,Y,1 or 2 times per month
Fo6419aO,F,1959/03/18,165,54.4,"Johannesburg, South Africa",N,Y,1 or 2 times per month
Qh4229yN,F,1962/04/21,167,55.8,"Kumasi, Ghana",N,N,1 or 2 times per month
wy6124Mj,F,1958/06/20,170,63.6,"Rhodes, Greece",N,Y,Never
dZ8664Wq,F,1962/02/12,173,53.9,"Mexico City, Mexico",Y,N,Never
FF8022qC,F,1959/11/24,177,59.5,"Punta Arenas, Chile",N,Y,1 or 2 times per month
lD9621kk,F,1959/01/23,172,65.1,"Surat, India",N,N,Never
lc5599jv,F,1959/05/30,165,81.7,"Seoul, South Korea",N,N,1 or 2 times per month
hX6213xV,F,1960/10/27,170,60.7,"Antalya, Turkey",Y,N,Never
Nx7861Zs,F,1960/02/10,172,59.2,"Lubumbashi, Republic of the Congo",N,Y,Never
PS0871eP,F,1959/10/20,161,54.4,"Mexico City, Mexico",N,N,Never
nZ4618rR,F,1958/12/03,170,63.6,"Addis Ababa, Ethiopia",N,Y,Never
sN5998gj,F,1957/10/10,173,56.9,"Abidjan, Ivory Coast",N,Y,1 or 2 times per month
Fg7597CV,F,1959/03/27,178,63.4,"Kano, Nigeria",Y,Y,Never
ZS0900JG,F,1961/11/20,172,62.1,"Kuala Lumpur, Malaysia",N,N,Never
Sf1295PG,F,1960/04/28,170,69.4,"Sydney, Australia",N,Y,1 or 2 times per month
BE3241kD,F,1959/12/08,169,77.1,"Honolulu, United States",Y,N,1 or 2 times per month
yU0907Yy,F,1960/10/05,170,60.7,"Lahore, Pakistan",N,Y,Never
kp9394BM,F,1961/02/22,164,45.7,"Mexico City, Mexico",Y,N,Never
oN2426sU,F,1960/10/29,165,62.6,"Tokyo, Japan",Y,N,Never
ZC4754CI,F,1958/04/11,171,73.1,"Madrid, Spain",N,Y,Never
rv3205Xw,F,1959/10/19,167,44.6,"Bogota, Colombia",Y,Y,1 or 2 times per month
Nf0231sb,F,1958/12/23,154,49.8,"El Calafate, Argentina",N,N,Never
yj3369mz,F,1961/12/09,173,56.9,"Beirut, Lebanon",Y,Y,1 or 2 times per month
Jk8653MW,F,1961/12/20,166,77.2,"Orlando, United States",Y,Y,Never
om7510tS,F,1961/01/24,175,55.1,"Shanghai, China",N,Y,1 or 2 times per month
Xa2189RH,F,1958/04/29,164,88.8,"Brisbane, Australia",N,Y,Never
vg2561cU,F,1958/07/07,175,64.3,"Kolkata, India",N,Y,Never
xZ9855dR,F,1961/09/24,167,55.8,"Aleppo, Syria",N,Y,1 or 2 times per month
rF0819jv,F,1961/01/15,173,59.9,"Georgetown, Guyana",N,N,Never
xZ3939PG,F,1959/08/13,162,78.7,"Stockholm, Sweden",N,Y,1 or 2 times per month
VA2782rC,F,1948/08/06,177,62.7,"Mogadishu, Somalia",N,Y,Never
vY3108oB,F,1952/08/19,175,70.4,"Cancun, Mexico",N,Y,Never
Cr2717nJ,F,1950/07/11,174,72.7,"Kaduna, Nigeria",N,Y,1 or 2 times per month
bS8432rD,F,1949/06/24,161,51.8,"Phnom Penh, Cambodia",Y,Y,1 or 2 times per month
rE0635HD,F,1953/02/25,172,68.0,"Osaka, Japan",N,Y,Never
Bw7543LR,F,1955/06/17,164,80.7,"New York City, United States",Y,Y,1 or 2 times per month
rG3957dI,F,1955/02/25,170,80.9,"Karachi, Pakistan",N,Y,1 or 2 times per month
pd3907EJ,F,1952/11/13,171,70.2,"Quito, Ecuador",N,Y,Never
WT5521iS,F,1947/08/24,169,54.3,"Abidjan, Ivory Coast",N,Y,Never
FX5258Cr,F,1948/03/07,166,77.2,"Medellin, Colombia",N,Y,Never
da8997wQ,F,1955/11/15,168,59.3,"Honolulu, United States",Y,Y,Never
FZ5069cO,F,1948/08/26,156,53.5,"Addis Ababa, Ethiopia",N,Y,Never
ZR4219cN,F,1953/04/07,170,54.9,"Valparaiso, Chile",N,Y,1 or 2 times per month
Pa0217Fq,F,1951/08/10,168,56.4,"Pyongyang, North Korea",N,N,Never
hh1963pn,F,1947/08/18,177,62.7,"Quito, Ecuador",N,N,1 or 2 times per month
ho0236lL,F,1951/05/27,172,65.1,"Durban, South Africa",N,Y,Never
om0771aj,F,1950/01/27,172,65.1,"Surat, India",Y,Y,1 or 2 times per month
yn2911mV,F,1951/06/20,177,68.9,"Lisbon, Portugal",N,Y,1 or 2 times per month
mJ5807wr,F,1948/02/03,167,64.1,"Mexico City, Mexico",N,N,1 or 2 times per month
vi6172Gy,F,1955/06/18,175,61.2,"Georgetown, Guyana",N,N,1 or 2 times per month
yC4903Sj,F,1955/03/11,159,50.6,"Bogota, Colombia",N,Y,Never
tA1391yd,F,1955/04/25,167,75.3,"Yaounde, Cameroon",N,Y,Never
so8179eL,F,1950/03/23,168,62.1,"Los Angeles, United States",N,N,Never
UU7607EI,F,1956/08/19,172,76.9,"Darwin, Australia",Y,Y,1 or 2 times per month
IH8055EN,F,1954/11/10,171,49.7,"Arequipa, Peru",N,Y,1 or 2 times per month
CH0250WG,F,1956/04/19,155,52.9,"Saint Petersburg, Russia",N,Y,Never
pe2006vX,F,1953/06/01,175,67.4,"Delhi, India",N,Y,Never
MN1305FW,F,1949/03/26,171,67.3,"Hyderabad, India",Y,Y,Never
Wj2695DW,F,1950/12/22,172,74.0,"Lisbon, Portugal",N,Y,1 or 2 times per month
jM0851sZ,F,1948/05/30,170,54.9,"Delhi, India",N,Y,Never
IE9799HJ,F,1954/09/26,170,69.4,"Honolulu, United States",Y,Y,Never
Ri7567Ln,F,1957/07/04,169,65.7,"Phnom Penh, Cambodia",Y,Y,Never
Fc8229YP,F,1954/03/12,162,89.2,"Pyongyang, North Korea",N,Y,Never
CD9167iL,F,1948/03/04,171,81.9,"La Paz, Bolivia",N,Y,Never
zp8806WP,F,1952/09/19,171,93.6,"Las Vegas, United States",Y,Y,Never
mQ1875uq,F,1947/12/29,168,48.0,"Bariloche, Argentina",N,Y,1 or 2 times per month
eA0027CJ,F,1952/02/23,155,50.5,"Tehran, Iran",N,Y,Never
td3270vJ,F,1954/05/04,159,70.8,"Kinshasa, Republic of the Congo",N,Y,1 or 2 times per month
SR1193pr,F,1950/03/15,172,88.8,"Mexico City, Mexico",N,Y,1 or 2 times per month
Nk5152Kw,F,1948/01/08,168,67.7,"Bamako, Mali",N,Y,1 or 2 times per month
JJ4794FD,F,1957/04/16,171,70.2,"Cuenca, Ecuador",N,Y,Never
ML1216wE,F,1950/01/11,175,67.4,"Venice, Italy",Y,Y,Never
VB4690di,F,1951/01/18,174,66.6,"Addis Ababa, Ethiopia",Y,Y,1 or 2 times per month
Vm9072sF,F,1953/05/11,173,62.9,"Johannesburg, South Africa",N,Y,Never
eI2696ap,F,1954/05/09,175,79.6,"Amsterdam, Netherlands",Y,Y,Never
vL8703PS,F,1956/10/20,165,65.3,"Nairobi, Kenya",Y,Y,Never
oG9189wR,F,1949/02/26,190,101.1,"Auckland, New Zealand",N,Y,Never
Yj3392wv,F,1952/10/19,174,66.6,"Cartagena, Colombia",N,Y,1 or 2 times per month
lk2807XX,F,1950/07/04,174,72.7,"Venice, Italy",Y,Y,Never
gy6550cn,F,1956/08/17,171,76.0,"Abidjan, Ivory Coast",N,Y,Never
Fm3035Mx,F,1947/12/07,173,62.9,"Beirut, Lebanon",N,Y,A couple of times per week
ft5779Je,F,1948/07/01,166,63.4,"Antalya, Turkey",N,N,1 or 2 times per month
dk4941Ex,F,1957/06/11,169,57.1,"Rio de Janeiro, Brazil",Y,Y,Never
vy7501zs,F,1948/06/04,165,68.1,"Melbourne, Australia",N,Y,Never
so3736Nj,F,1950/10/29,175,58.2,"Shenzhen, China",N,Y,1 or 2 times per month
hv1065qs,F,1953/09/16,173,56.9,"El Calafate, Argentina",Y,Y,Never
jP6074Uk,F,1948/12/21,169,57.1,"Yaounde, Cameroon",N,N,1 or 2 times per month
Gn0864IJ,F,1953/04/26,171,64.3,"Kaduna, Nigeria",N,Y,1 or 2 times per month
ls0075zo,F,1953/11/24,174,63.6,"Barcelona, Spain",N,Y,Never
nl0933mP,F,1950/05/22,174,60.6,"Melbourne, Australia",N,N,Never
pF9266lw,F,1949/04/11,171,55.6,"Tehran, Iran",Y,Y,Never
ua2420yS,F,1953/02/02,170,63.6,"Valparaiso, Chile",N,N,Never
GM9321ps,F,1952/06/03,161,38.9,"Giza, Egypt",Y,N,Never
Yk3762bc,F,1953/04/01,170,57.8,"Ankara, Turkey",Y,N,Never
eR6540NV,F,1950/08/16,175,61.2,"Munich, Germany",N,Y,Never
Sf9768Ed,F,1950/09/02,153,67.9,"Amsterdam, Netherlands",N,Y,1 or 2 times per month
De4568uo,F,1948/04/30,165,57.2,"Dakar, Senegal",N,Y,1 or 2 times per month
hl9050zV,F,1955/04/20,172,65.1,"Bamako, Mali",N,N,1 or 2 times per month
wU3580Rq,F,1955/09/21,170,89.6,"Beirut, Lebanon",N,Y,Never
nX7696vd,F,1952/06/01,172,59.2,"Shanghai, China",N,Y,Never
kx0067tH,F,1952/11/11,173,59.9,"Kinshasa, Republic of the Congo",N,N,1 or 2 times per month
PA3268bG,F,1950/12/11,169,65.7,"Yokohama, Japan",Y,Y,1 or 2 times per month
Ir4661zk,F,1949/09/04,174,63.6,"Auckland, New Zealand",N,Y,Never
Ro2659Dd,F,1956/09/23,158,57.4,"Dhaka, Bangladesh",N,Y,Never
dV3330JO,F,1950/07/14,171,61.4,"Luanda, Angola",N,N,1 or 2 times per month
DI2277Ev,F,1955/03/15,166,79.9,"Auckland, New Zealand",Y,Y,Never
us0917oX,F,1956/04/17,169,68.5,"Milan, Italy",N,Y,Never
Fa1542qW,F,1949/08/08,180,74.5,"Port Harcourt, Nigeria",N,Y,Never
El9220hY,F,1952/09/17,159,50.6,"Guayaquil, Ecuador",N,Y,Never
ga9222zX,F,1949/08/09,173,59.9,"Stockholm, Sweden",N,Y,1 or 2 times per month
aR7486eC,F,1952/01/27,170,80.9,"Las Vegas, United States",N,N,Never
le1567FI,F,1956/10/28,167,66.9,"Nairobi, Kenya",N,N,Never
zA1115es,F,1955/09/03,172,65.1,"Seoul, South Korea",N,Y,1 or 2 times per month
JH5319Wl,F,1947/12/30,170,60.7,"Riyadh, Saudi Arabia",N,N,Never
JJ1869RD,F,1948/06/30,173,62.9,"Aleppo, Syria",Y,N,Never
XI3062IG,F,1955/04/27,174,63.6,"Douala, Cameroon",Y,Y,Never
ML1305NO,F,1948/10/08,167,58.6,"Florence, Italy",N,Y,Never
zO1989Sp,F,1954/09/13,171,61.4,"Riyadh, Saudi Arabia",Y,Y,Never
kb3067pO,F,1957/04/10,161,54.4,"Canberra, Australia",N,Y,Never
Di1426VQ,F,1951/07/03,161,62.2,"Istanbul, Turkey",N,Y,Never
Bi2830ma,F,1949/07/23,159,58.1,"Otavalo, Ecuador",N,Y,Never
UA7706uJ,F,1951/08/28,162,63.0,"Istanbul, Turkey",N,Y,1 or 2 times per month
Sb4996gG,F,1952/03/17,175,70.4,"Canberra, Australia",Y,Y,Never
CU9571cm,F,1953/02/01,170,66.5,"Ho Chi Minh City, Vietnam",N,Y,Never
cB5295zX,F,1947/09/15,170,69.4,"Quito, Ecuador",N,Y,Never
hX5636oc,F,1957/02/14,169,54.3,"Mogadishu, Somalia",Y,Y,Never
qF0106oO,F,1949/05/23,148,43.8,"Giza, Egypt",Y,Y,Never
tg1333og,F,1953/04/15,167,64.1,"Cancun, Mexico",N,N,Never
KR8374qi,F,1950/06/09,173,68.8,"Seoul, South Korea",N,Y,Never
Jj3769tH,F,1954/11/23,171,55.6,"Kampala, Uganda",N,N,Never
Nr6936AN,F,1950/09/11,173,74.8,"Hong Kong, Hong Kong",N,Y,Never
tX6319LX,F,1955/12/12,168,56.4,"Arequipa, Peru",N,Y,Never
OO3801cA,F,1948/04/10,173,83.8,"Dakar, Senegal",N,N,Never
Is6497JO,F,1950/12/24,181,78.6,"Bamako, Mali",N,Y,Once per week
sD5143ee,F,1949/01/13,178,66.5,"Cairo, Egypt",N,Y,1 or 2 times per month
WM3074uK,F,1955/01/28,171,73.1,"London, United Kingdom",N,Y,Never
Hd0823hc,F,1953/01/07,168,67.7,"Sucre, Bolivia",N,N,1 or 2 times per month
yh7227ZO,F,1952/06/24,172,62.1,"Georgetown, Guyana",N,Y,Never
zN2772Vp,F,1956/07/12,175,73.5,"Budapest, Hungary",Y,Y,1 or 2 times per month
dc4270qh,F,1952/05/22,159,58.1,"Luanda, Angola",N,Y,Never
Nt0364uV,F,1949/06/03,166,66.1,"Rio de Janeiro, Brazil",N,N,1 or 2 times per month
fv8960Qn,F,1954/10/07,158,49.9,"Rhodes, Greece",N,Y,Never
Wl1821fV,F,1950/06/08,171,58.5,"Cairo, Egypt",Y,Y,Never
Sf4764SA,F,1952/01/05,170,57.8,"Shanghai, China",N,N,Never
nC6841MF,F,1950/03/31,169,57.1,"Venice, Italy",N,Y,Never
xr5594aA,F,1951/01/18,170,69.4,"Medellin, Colombia",N,Y,1 or 2 times per month
YG4551Nr,F,1952/12/13,161,62.2,"Antalya, Turkey",N,Y,Never
uf9097Ax,F,1951/07/13,165,57.2,"Darwin, Australia",N,Y,Never
nr5668fF,F,1956/08/08,169,65.7,"Arequipa, Peru",Y,Y,1 or 2 times per month
cf6711zk,F,1955/12/26,173,56.9,"Istanbul, Turkey",Y,Y,1 or 2 times per month
jt3968qG,F,1953/02/16,173,68.8,"Kano, Nigeria",Y,Y,Never
yZ0951FN,F,1950/06/09,171,64.3,"Jeddah, Saudi Arabia",N,Y,Never
qm1652sj,F,1952/09/25,170,57.8,"Orlando, United States",N,Y,1 or 2 times per month
CJ6208PZ,F,1954/03/01,173,59.9,"Chennai, India",N,Y,1 or 2 times per month
jC7258gY,F,1950/03/14,165,54.4,"Osaka, Japan",Y,Y,1 or 2 times per month
ut9183vB,F,1949/12/10,169,60.0,"Medellin, Colombia",N,Y,Never
xj6314RH,F,1951/04/06,183,87.1,"Beirut, Lebanon",N,Y,1 or 2 times per month
Od6387Sj,F,1948/12/01,169,80.0,"Cairo, Egypt",Y,Y,Never
mV5306ky,F,1954/10/26,170,89.6,"Arequipa, Peru",N,Y,Once per week
QN5764NQ,F,1948/05/20,171,58.5,"Dublin, Ireland",N,Y,1 or 2 times per month
Hh6354qC,F,1956/12/08,175,61.2,"Bamako, Mali",Y,Y,Never
Kg4866YH,F,1952/11/01,160,53.8,"Munich, Germany",Y,Y,Never
Vs5759Gb,F,1951/08/17,168,79.0,"Dar es Salaam, Tanzania",Y,Y,Never
tj3848Mw,F,1952/11/04,170,49.1,"Antalya, Turkey",Y,N,Never
KF6918Zk,F,1951/10/15,167,55.8,"Medellin, Colombia",N,Y,Never
bb2925yS,F,1954/01/04,164,43.0,"Port Harcourt, Nigeria",Y,Y,Never
ks4226YU,F,1956/05/05,175,70.4,"Dublin, Ireland",N,N,1 or 2 times per month
xy6936DL,F,1948/10/01,170,60.7,"Medellin, Colombia",N,Y,Never
pq2001oH,F,1955/11/06,169,74.3,"Porto, Portugal",N,N,1 or 2 times per month
Zl9003Iw,F,1955/11/29,170,54.9,"Beijing, China",N,Y,1 or 2 times per month
oX4941dR,F,1949/05/18,176,74.3,"Damascus, Syria",N,Y,Never
Xo1156Ue,F,1949/01/21,172,62.1,"Berlin, Germany",N,Y,Never
Tv7822Mw,F,1956/07/19,168,56.4,"Alexandria, Egypt",N,Y,Never
sw3282Ks,F,1953/08/14,170,69.4,"Mar del Plata, Argentina",N,Y,Never
Hd5441qU,F,1954/06/21,166,63.4,"Hanoi, Vietnam",N,Y,Never
rh2668Wz,F,1951/05/10,172,76.9,"Ahmedabad, India",N,Y,Never
du9555Np,F,1952/06/14,171,73.1,"Surat, India",N,Y,Never
TH5041le,F,1955/12/31,168,56.4,"Cuenca, Ecuador",N,Y,1 or 2 times per month
Gj9156GD,F,1956/03/09,175,67.4,"Porto, Portugal",N,N,1 or 2 times per month
Ci2979Ts,F,1947/08/21,174,63.6,"Sydney, Australia",N,Y,1 or 2 times per month
qv6778vi,F,1952/06/02,179,96.1,"Mogadishu, Somalia",Y,Y,Never
tR3075yQ,F,1948/01/02,175,52.1,"Mexico City, Mexico",Y,Y,1 or 2 times per month
UX4543MR,F,1947/09/28,180,68.0,"Brazzaville, DR Congo",Y,Y,1 or 2 times per month
QO3964sd,F,1955/09/01,170,60.7,"Lagos, Nigeria",N,Y,1 or 2 times per month
JI3127UU,F,1951/08/26,175,58.2,"Canberra, Australia",N,Y,Never
WM2324fy,F,1950/02/21,173,89.8,"Jakarta, Indonesia",Y,Y,1 or 2 times per month
FG6019BK,F,1949/01/19,173,56.9,"Aleppo, Syria",N,Y,1 or 2 times per month
HU3913Nw,F,1957/04/18,174,51.5,"Moscow, Russia",N,Y,Once per week
WD4436nx,F,1949/10/04,160,71.7,"Prague, Czech Republic",Y,N,Never
tI3844HR,F,1953/03/03,177,53.3,"Giza, Egypt",Y,Y,1 or 2 times per month
Sk6016rt,F,1950/11/03,174,54.5,"Antananarivo, Madagascar",N,Y,Never
Xt3061CD,F,1952/08/15,171,55.6,"Harare, Zimbabwe",N,Y,1 or 2 times per month
cN1443Pa,F,1950/08/27,173,62.9,"Rome, Italy",N,Y,Never
CE4462Zn,F,1950/05/13,168,59.3,"Istanbul, Turkey",N,Y,Never
Pf1429UE,F,1949/07/09,175,73.5,"Antalya, Turkey",N,Y,Never
wb2125vk,F,1955/08/15,164,59.2,"Medellin, Colombia",N,Y,Never
ap5733OZ,F,1948/11/12,170,54.9,"Punta Arenas, Chile",N,Y,Never
Wu5124cA,F,1954/05/17,171,58.5,"Colonia del Sacramento, Uruguay",Y,Y,Never
dU9533DS,F,1954/05/20,153,51.5,"Potosi, Bolivia",N,Y,1 or 2 times per month
du8897DG,F,1951/01/09,165,51.7,"Khartoum, Sudan",N,Y,1 or 2 times per month
yP0455YU,F,1952/09/17,170,60.7,"Toronto, Canada",N,Y,1 or 2 times per month
CF9384sE,F,1952/06/18,164,88.8,"Buenos Aires, Argentina",Y,Y,Never
XZ8888jP,F,1949/07/12,172,65.1,"Douala, Cameroon",N,Y,Never
Yd7196mq,F,1950/04/21,155,55.3,"Damascus, Syria",N,Y,Never
HM1422BJ,F,1947/12/28,171,67.3,"Port Harcourt, Nigeria",N,Y,Never
fk9543Cb,F,1953/10/21,177,65.8,"Christchurch, New Zealand",N,Y,1 or 2 times per month
Fr7368gK,F,1955/12/03,172,56.2,"Surat, India",N,Y,1 or 2 times per month
fp4599Qd,F,1956/10/20,167,61.4,"Warsaw, Poland",N,Y,Never
JZ7378hM,F,1955/02/05,170,54.9,"Ushuaia, Argentina",N,Y,1 or 2 times per month
jv6146ld,F,1953/10/23,174,60.6,"Milan, Italy",N,Y,Never
bj7756te,F,1955/11/24,165,73.5,"Bamako, Mali",N,Y,1 or 2 times per month
mh1291sU,F,1951/02/11,155,45.6,"Brussels, Belgium",N,Y,1 or 2 times per month
cO2827tP,F,1953/09/01,171,61.4,"Stockholm, Sweden",Y,Y,Never
uv8221to,F,1947/08/12,177,62.7,"Manila, Philippines",N,Y,Never
BE5497hn,F,1948/08/19,173,62.9,"Algiers, Algeria",N,Y,Never
tQ6290zl,F,1951/03/29,169,57.1,"Aleppo, Syria",N,N,Never
cH3968NL,F,1954/02/19,169,54.3,"Dhaka, Bangladesh",N,Y,Never
wG2722YO,F,1952/02/25,171,58.5,"Bengaluru, India",N,Y,Never
Zn1168zV,F,1952/07/14,173,56.9,"Vancouver, Canada",N,N,Never
td3641bA,F,1947/09/02,173,71.8,"Copenhagen, Denmark",N,N,Never
zj3833sJ,F,1954/01/02,168,59.3,"Vienna, Austria",N,Y,1 or 2 times per month
ax8326oE,F,1953/03/18,169,65.7,"San Francisco, United States",N,Y,1 or 2 times per month
zN9234rX,F,1947/12/08,172,65.1,"Kyoto, Japan",Y,N,Never
ko0567NT,F,1955/10/08,171,73.1,"London, United Kingdom",Y,Y,1 or 2 times per month
uY0822pR,F,1949/12/12,173,71.8,"Cartagena, Colombia",N,Y,1 or 2 times per month
